;age;sex;marital-status;native-country;race;education;hours-per-week;capital-gain;workclass
8325;50;Male;Married-civ-spouse;United-States;White;Prof-school;52;0;State-gov
8326;20;Female;Never-married;United-States;White;HS-grad;30;0;Private
8327;43;Male;Married-civ-spouse;United-States;White;Prof-school;70;0;State-gov
8328;46;Female;Never-married;United-States;White;Bachelors;40;0;Private
8329;54;Female;Separated;Puerto-Rico;White;HS-grad;38;0;Private
8330;53;Female;Separated;United-States;Amer-Indian-Eskimo;Some-college;15;0;Private
8331;21;Male;Never-married;United-States;White;HS-grad;30;0;Private
8332;58;Male;Divorced;United-States;White;Some-college;40;0;Private
8333;30;Male;Married-civ-spouse;United-States;White;Bachelors;55;0;Private
8334;61;Female;Married-civ-spouse;United-States;Black;HS-grad;40;0;Private
8335;56;Female;Divorced;United-States;White;Some-college;35;0;State-gov
8336;59;Female;Divorced;United-States;White;HS-grad;40;0;Private
8337;72;Male;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
8338;33;Male;Never-married;United-States;White;HS-grad;40;0;Private
8339;46;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8340;46;Male;Married-civ-spouse;United-States;White;Some-college;38;0;Local-gov
8341;48;Female;Never-married;United-States;Black;HS-grad;28;0;Private
8342;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8343;21;Female;Never-married;United-States;White;Some-college;40;0;Private
8344;27;Female;Divorced;United-States;White;HS-grad;45;0;Private
8345;31;Male;Divorced;United-States;White;HS-grad;40;0;Private
8346;28;Male;Never-married;United-States;White;Bachelors;40;0;Private
8347;45;Female;Divorced;United-States;White;Some-college;38;0;Local-gov
8348;51;Male;Married-civ-spouse;United-States;White;HS-grad;40;4386;Private
8349;46;Female;Never-married;United-States;Black;HS-grad;40;0;State-gov
8350;25;Male;Married-civ-spouse;El-Salvador;White;Some-college;25;0;Private
8351;61;Male;Married-civ-spouse;United-States;White;Some-college;40;7688;Private
8352;17;Female;Never-married;United-States;White;11th;30;0;Private
8353;26;Male;Never-married;United-States;White;Bachelors;40;3325;Private
8354;35;Male;Divorced;United-States;White;10th;60;0;Private
8355;33;Male;Married-civ-spouse;United-States;White;11th;70;0;Self-emp-not-inc
8357;39;Female;Never-married;United-States;White;HS-grad;35;0;Local-gov
8358;42;Female;Divorced;United-States;White;HS-grad;30;0;Private
8359;35;Male;Married-civ-spouse;United-States;White;Bachelors;47;4386;Private
8360;45;Female;Divorced;United-States;White;HS-grad;50;0;Private
8361;47;Male;Never-married;United-States;White;Bachelors;40;0;Self-emp-inc
8362;64;Male;Married-civ-spouse;United-States;White;11th;48;0;Private
8363;39;Female;Married-civ-spouse;United-States;White;Prof-school;47;15024;Private
8366;62;Male;Married-civ-spouse;United-States;White;Bachelors;40;3103;Private
8367;53;Male;Married-civ-spouse;United-States;White;Some-college;40;15024;Private
8368;31;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8369;26;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8370;56;Male;Married-civ-spouse;United-States;White;7th-8th;50;0;Self-emp-inc
8371;43;Female;Never-married;United-States;White;Some-college;40;0;Private
8372;33;Male;Never-married;United-States;Black;Some-college;35;0;Private
8373;45;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Self-emp-not-inc
8374;46;Male;Separated;United-States;White;Some-college;55;0;Private
8375;26;Male;Married-civ-spouse;United-States;White;Assoc-voc;80;0;Private
8376;24;Female;Never-married;Mexico;White;HS-grad;40;0;Private
8377;43;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
8378;40;Male;Never-married;United-States;White;Assoc-voc;40;0;Private
8379;61;Male;Divorced;United-States;White;7th-8th;35;0;Private
8380;34;Female;Never-married;United-States;Black;Some-college;72;0;Federal-gov
8381;85;Male;Widowed;United-States;White;HS-grad;35;0;Private
8382;41;Female;Never-married;United-States;White;HS-grad;40;0;Private
8383;31;Female;Never-married;United-States;White;Assoc-acdm;35;3325;State-gov
8384;22;Female;Never-married;United-States;White;Some-college;30;0;Private
8385;60;Female;Widowed;United-States;Black;HS-grad;40;0;Private
8386;29;Female;Divorced;United-States;White;Assoc-acdm;36;0;Private
8388;35;Female;Never-married;United-States;Asian-Pac-Islander;Bachelors;45;2977;State-gov
8389;24;Male;Never-married;United-States;White;HS-grad;30;0;Private
8390;45;Male;Divorced;United-States;Black;Masters;40;0;Local-gov
8391;21;Male;Never-married;United-States;Black;12th;20;0;Local-gov
8392;30;Female;Married-civ-spouse;United-States;White;Assoc-acdm;37;0;Private
8393;50;Male;Married-civ-spouse;United-States;White;Some-college;99;0;Self-emp-inc
8394;41;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8395;21;Female;Never-married;United-States;White;HS-grad;33;0;Private
8396;45;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
8397;34;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8398;28;Male;Divorced;United-States;White;HS-grad;40;0;Private
8399;19;Male;Never-married;United-States;White;HS-grad;40;0;Private
8400;26;Male;Never-married;United-States;White;Bachelors;50;13550;Private
8401;48;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;Private
8402;69;Male;Widowed;United-States;White;Bachelors;40;0;Private
8403;41;Female;Divorced;United-States;White;Some-college;40;0;Private
8404;43;Female;Divorced;United-States;White;Bachelors;40;0;Private
8405;28;Male;Never-married;Mexico;White;HS-grad;40;0;Private
8406;65;Female;Divorced;United-States;White;Some-college;28;0;Local-gov
8407;31;Male;Never-married;United-States;White;Bachelors;38;0;Private
8408;28;Female;Never-married;United-States;White;Bachelors;40;0;Private
8409;51;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8410;45;Female;Never-married;United-States;White;Some-college;80;0;Private
8411;43;Male;Divorced;United-States;Black;HS-grad;38;0;Private
8412;31;Male;Married-civ-spouse;United-States;White;Assoc-acdm;60;0;Private
8413;31;Male;Married-civ-spouse;United-States;White;Some-college;55;0;Private
8414;45;Male;Married-civ-spouse;Philippines;Asian-Pac-Islander;Some-college;40;0;Private
8415;20;Female;Never-married;United-States;Black;Bachelors;30;0;Private
8416;25;Male;Never-married;United-States;White;Bachelors;40;0;Private
8417;36;Female;Widowed;United-States;White;HS-grad;30;0;Private
8418;31;Male;Never-married;United-States;White;Bachelors;50;4101;Private
8419;56;Male;Married-civ-spouse;United-States;White;Some-college;45;0;Private
8420;26;Male;Never-married;United-States;White;Bachelors;18;0;Private
8421;47;Female;Divorced;United-States;White;Some-college;65;0;Self-emp-not-inc
8422;40;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-inc
8423;32;Female;Married-civ-spouse;United-States;White;HS-grad;48;0;Private
8424;34;Female;Never-married;United-States;Black;Masters;24;0;State-gov
8425;37;Male;Married-civ-spouse;United-States;White;HS-grad;55;0;Private
8426;38;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
8427;19;Male;Never-married;United-States;Asian-Pac-Islander;Assoc-voc;16;0;Private
8428;49;Female;Divorced;United-States;White;9th;40;0;Private
8430;26;Female;Never-married;United-States;White;Assoc-acdm;40;0;Private
8431;82;Male;Married-civ-spouse;United-States;White;7th-8th;2;0;Private
8432;40;Male;Divorced;United-States;White;HS-grad;40;0;Private
8433;28;Male;Never-married;United-States;White;Some-college;50;0;Private
8434;23;Male;Married-civ-spouse;United-States;Black;HS-grad;37;0;Private
8435;19;Male;Never-married;United-States;White;Some-college;40;0;Private
8436;67;Male;Widowed;United-States;Black;HS-grad;32;0;Private
8437;43;Male;Married-civ-spouse;United-States;White;Bachelors;40;3103;Private
8438;41;Female;Never-married;United-States;Other;Assoc-acdm;50;0;Private
8439;37;Female;Divorced;United-States;White;Assoc-voc;40;0;Private
8440;20;Male;Never-married;United-States;White;HS-grad;40;0;Private
8441;40;Male;Divorced;United-States;White;HS-grad;40;0;Private
8442;47;Male;Separated;United-States;White;Masters;50;99999;Private
8443;40;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8444;39;Female;Never-married;United-States;White;Bachelors;40;0;State-gov
8445;24;Female;Never-married;United-States;Black;Some-college;20;0;Private
8448;49;Male;Married-civ-spouse;United-States;White;Bachelors;45;0;Private
8449;66;Male;Divorced;United-States;White;HS-grad;10;0;Private
8450;52;Female;Never-married;United-States;White;HS-grad;40;0;Private
8451;59;Male;Divorced;United-States;White;HS-grad;60;0;Self-emp-inc
8452;72;Female;Widowed;Cuba;White;HS-grad;12;0;Private
8453;35;Male;Never-married;United-States;White;HS-grad;40;0;Federal-gov
8454;30;Female;Married-AF-spouse;United-States;White;Bachelors;40;0;Private
8455;36;Male;Never-married;United-States;White;Some-college;40;0;Private
8456;26;Female;Separated;United-States;White;HS-grad;40;0;Private
8457;23;Male;Never-married;United-States;White;Bachelors;35;0;Private
8458;39;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8459;40;Male;Married-civ-spouse;United-States;White;Prof-school;40;0;Self-emp-not-inc
8460;29;Male;Never-married;United-States;White;Bachelors;40;0;Private
8461;38;Male;Never-married;United-States;White;Bachelors;20;0;Private
8462;63;Male;Never-married;United-States;White;Bachelors;40;0;Private
8463;58;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8464;30;Female;Divorced;United-States;White;HS-grad;40;0;Private
8465;38;Female;Never-married;United-States;Black;HS-grad;40;0;State-gov
8466;25;Female;Never-married;Mexico;White;5th-6th;33;0;Private
8467;44;Male;Married-civ-spouse;United-States;White;Masters;40;0;State-gov
8468;43;Female;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
8469;21;Male;Never-married;United-States;White;Some-college;30;0;Private
8470;41;Male;Never-married;United-States;White;Assoc-acdm;40;0;Local-gov
8471;38;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
8473;29;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8474;52;Male;Married-civ-spouse;United-States;White;HS-grad;70;0;Self-emp-not-inc
8475;47;Female;Divorced;United-States;White;HS-grad;45;0;Private
8476;28;Male;Married-civ-spouse;United-States;White;Assoc-voc;50;99999;Private
8478;30;Male;Married-civ-spouse;China;Asian-Pac-Islander;Masters;10;0;State-gov
8479;30;Male;Married-civ-spouse;United-States;White;Some-college;60;15024;Private
8480;40;Male;Divorced;United-States;White;Assoc-acdm;40;0;Private
8481;27;Female;Never-married;United-States;White;Some-college;30;0;Private
8482;26;Male;Never-married;United-States;White;HS-grad;44;0;Private
8483;32;Male;Never-married;United-States;White;HS-grad;37;0;Private
8484;36;Female;Never-married;United-States;White;Bachelors;40;0;State-gov
8485;26;Male;Never-married;United-States;Black;12th;40;0;Private
8486;25;Male;Never-married;United-States;Black;Some-college;40;0;Private
8487;39;Female;Divorced;Poland;White;Some-college;40;0;Private
8488;27;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
8489;24;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Private
8490;38;Male;Married-civ-spouse;United-States;White;Bachelors;40;7688;Self-emp-inc
8491;35;Male;Married-civ-spouse;United-States;White;HS-grad;55;0;Self-emp-not-inc
8492;29;Male;Never-married;United-States;White;Assoc-voc;40;0;Private
8493;49;Female;Divorced;United-States;Black;HS-grad;40;0;Private
8494;36;Male;Married-civ-spouse;United-States;White;9th;40;0;Private
8495;47;Male;Married-civ-spouse;United-States;White;Doctorate;50;0;Self-emp-not-inc
8496;21;Male;Never-married;United-States;White;Some-college;40;0;Private
8497;35;Female;Never-married;Philippines;Asian-Pac-Islander;Bachelors;40;0;Private
8498;38;Male;Married-civ-spouse;Mexico;White;1st-4th;40;0;Private
8500;45;Male;Married-civ-spouse;United-States;White;Masters;50;0;Private
8501;19;Female;Never-married;United-States;White;Some-college;15;0;Private
8502;18;Male;Never-married;United-States;White;HS-grad;22;0;Private
8503;37;Male;Married-civ-spouse;United-States;White;Prof-school;40;0;Private
8504;49;Female;Never-married;United-States;White;Bachelors;40;0;Private
8505;33;Male;Married-civ-spouse;United-States;White;Assoc-voc;48;0;Local-gov
8506;27;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8507;34;Female;Divorced;United-States;White;Some-college;35;0;Local-gov
8508;54;Female;Married-spouse-absent;China;Asian-Pac-Islander;Masters;40;0;State-gov
8509;24;Male;Never-married;United-States;White;Some-college;40;0;Self-emp-inc
8510;44;Male;Married-civ-spouse;United-States;White;Prof-school;60;0;Self-emp-not-inc
8511;48;Male;Separated;United-States;White;Bachelors;50;0;Self-emp-not-inc
8512;23;Female;Never-married;United-States;White;HS-grad;40;0;Private
8513;29;Male;Never-married;United-States;White;HS-grad;38;0;Private
8514;21;Female;Never-married;United-States;White;Assoc-acdm;9;0;Private
8515;18;Female;Never-married;United-States;White;12th;32;0;Private
8516;18;Female;Never-married;United-States;Other;9th;32;0;Private
8517;29;Male;Divorced;United-States;White;HS-grad;40;0;Private
8518;29;Male;Never-married;United-States;White;HS-grad;40;0;Private
8519;41;Female;Separated;United-States;Black;HS-grad;40;0;Private
8520;32;Male;Never-married;United-States;White;HS-grad;40;0;Private
8521;61;Female;Divorced;United-States;Black;10th;24;0;Private
8522;79;Male;Married-spouse-absent;United-States;White;HS-grad;6;0;Private
8523;34;Male;Divorced;United-States;White;Assoc-acdm;40;0;Private
8524;46;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8525;50;Male;Married-civ-spouse;United-States;White;Assoc-voc;60;0;Self-emp-not-inc
8526;29;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8527;23;Female;Never-married;United-States;White;Some-college;40;3674;Private
8528;64;Female;Never-married;United-States;White;Some-college;40;0;Private
8529;70;Female;Never-married;United-States;White;Masters;50;7896;Local-gov
8530;28;Female;Never-married;United-States;White;Assoc-acdm;40;0;Local-gov
8531;51;Male;Married-civ-spouse;Greece;White;Assoc-voc;40;0;Private
8533;34;Male;Divorced;United-States;White;Bachelors;55;4865;State-gov
8534;29;Male;Never-married;United-States;White;HS-grad;40;0;Private
8535;49;Male;Married-spouse-absent;Philippines;Asian-Pac-Islander;Bachelors;40;0;Private
8536;77;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Self-emp-inc
8537;32;Female;Never-married;United-States;White;HS-grad;35;0;Private
8538;27;Female;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8539;22;Female;Never-married;United-States;White;Some-college;40;0;Private
8540;35;Male;Married-civ-spouse;Cuba;White;HS-grad;40;0;Local-gov
8541;42;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Local-gov
8542;35;Male;Divorced;United-States;White;HS-grad;40;0;State-gov
8544;33;Male;Married-civ-spouse;United-States;White;HS-grad;16;2635;Private
8545;45;Female;Widowed;United-States;White;Some-college;55;0;Private
8546;19;Female;Married-spouse-absent;United-States;White;Some-college;40;0;Private
8547;38;Male;Divorced;United-States;White;HS-grad;40;0;Private
8548;26;Male;Married-civ-spouse;United-States;Black;HS-grad;45;0;Private
8549;29;Female;Never-married;United-States;White;Bachelors;45;0;Private
8550;33;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8551;35;Male;Divorced;Puerto-Rico;White;HS-grad;80;0;Self-emp-not-inc
8552;42;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8553;20;Female;Never-married;United-States;White;Assoc-voc;20;0;Private
8554;43;Male;Married-civ-spouse;United-States;White;Masters;40;0;Federal-gov
8555;69;Male;Married-civ-spouse;United-States;Black;11th;45;0;Private
8556;39;Male;Never-married;United-States;White;HS-grad;40;0;Private
8557;37;Male;Married-civ-spouse;Portugal;White;HS-grad;40;0;Private
8558;28;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8559;26;Male;Never-married;United-States;White;Bachelors;40;0;Federal-gov
8560;32;Male;Divorced;United-States;White;Some-college;30;0;Private
8561;43;Male;Divorced;United-States;White;Bachelors;40;0;Federal-gov
8562;49;Male;Married-civ-spouse;Hungary;White;HS-grad;30;0;Private
8563;28;Male;Separated;Mexico;White;7th-8th;60;0;Private
8564;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;2885;Private
8566;35;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
8567;57;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8568;45;Male;Married-civ-spouse;United-States;White;9th;40;0;Private
8569;23;Male;Never-married;United-States;White;HS-grad;48;0;Private
8570;45;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8571;42;Female;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8572;35;Male;Married-civ-spouse;Vietnam;Asian-Pac-Islander;Bachelors;40;0;Private
8573;45;Male;Married-civ-spouse;United-States;White;Bachelors;50;0;Private
8574;28;Male;Never-married;United-States;White;Bachelors;40;0;Federal-gov
8575;64;Male;Married-civ-spouse;United-States;White;Assoc-voc;10;0;Self-emp-inc
8576;44;Female;Separated;United-States;White;Prof-school;40;0;Local-gov
8577;59;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8578;41;Male;Never-married;United-States;White;HS-grad;40;0;Private
8579;21;Male;Never-married;United-States;Black;Some-college;25;0;Private
8580;29;Female;Never-married;United-States;White;Assoc-voc;40;2174;Self-emp-not-inc
8581;51;Male;Never-married;United-States;White;HS-grad;40;8614;Self-emp-not-inc
8582;22;Male;Never-married;United-States;White;HS-grad;40;0;Private
8583;49;Female;Divorced;United-States;White;HS-grad;40;0;Private
8584;53;Male;Married-civ-spouse;United-States;White;Assoc-acdm;80;0;Private
8585;38;Female;Divorced;United-States;White;Some-college;44;5721;Private
8586;23;Male;Separated;United-States;White;Some-college;40;0;Private
8587;20;Female;Never-married;Mexico;White;HS-grad;40;0;Private
8588;40;Female;Divorced;United-States;White;Bachelors;40;0;Private
8589;25;Female;Never-married;United-States;White;Bachelors;40;0;Private
8590;27;Female;Divorced;United-States;White;Some-college;40;0;Private
8591;20;Male;Never-married;United-States;White;HS-grad;30;0;Private
8592;37;Female;Married-civ-spouse;United-States;White;HS-grad;20;0;Private
8593;40;Male;Never-married;United-States;White;HS-grad;40;0;Local-gov
8594;28;Male;Married-civ-spouse;United-States;White;Bachelors;40;3103;Private
8595;38;Female;Separated;United-States;White;HS-grad;40;0;Self-emp-not-inc
8596;42;Female;Divorced;United-States;White;Bachelors;40;0;Private
8597;32;Male;Divorced;United-States;White;Assoc-acdm;40;2174;Federal-gov
8598;20;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
8599;62;Male;Married-civ-spouse;United-States;White;Bachelors;38;0;State-gov
8600;31;Male;Never-married;United-States;White;Some-college;40;0;Private
8601;31;Male;Married-civ-spouse;United-States;White;HS-grad;60;0;Self-emp-not-inc
8602;24;Male;Never-married;United-States;White;HS-grad;40;0;Private
8603;62;Female;Widowed;United-States;Black;7th-8th;35;0;Local-gov
8604;43;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Local-gov
8605;21;Male;Never-married;United-States;White;Some-college;50;0;Private
8606;30;Male;Divorced;United-States;White;HS-grad;40;4650;Self-emp-inc
8608;18;Male;Never-married;United-States;White;10th;40;0;Private
8609;59;Female;Divorced;United-States;White;Masters;40;0;Local-gov
8610;24;Male;Married-civ-spouse;United-States;White;7th-8th;40;0;Self-emp-not-inc
8611;49;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8612;19;Male;Never-married;United-States;White;11th;30;0;State-gov
8613;48;Male;Married-civ-spouse;United-States;White;HS-grad;40;4386;Private
8614;32;Male;Married-civ-spouse;United-States;White;Prof-school;60;15024;Private
8615;33;Female;Never-married;United-States;White;10th;45;0;Private
8616;23;Male;Never-married;United-States;Black;Bachelors;15;0;Private
8617;33;Female;Never-married;United-States;White;Prof-school;65;0;Federal-gov
8618;50;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Federal-gov
8619;30;Male;Married-civ-spouse;United-States;White;Bachelors;43;0;Private
8620;32;Male;Married-civ-spouse;United-States;White;Assoc-acdm;42;0;Private
8621;39;Male;Married-civ-spouse;United-States;White;Some-college;65;2829;Private
8622;21;Female;Never-married;United-States;White;Some-college;20;0;Private
8623;23;Female;Never-married;United-States;White;Bachelors;21;0;Private
8624;32;Female;Never-married;United-States;White;Bachelors;40;0;Private
8625;57;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8626;22;Male;Never-married;United-States;White;Some-college;10;0;State-gov
8627;70;Female;Widowed;United-States;White;HS-grad;5;0;Private
8628;34;Male;Married-civ-spouse;United-States;White;Some-college;84;0;Private
8629;53;Female;Divorced;United-States;White;Masters;40;0;Private
8630;21;Male;Never-married;United-States;White;Some-college;45;0;Private
8631;37;Male;Divorced;United-States;White;HS-grad;40;0;Private
8632;60;Male;Married-civ-spouse;United-States;White;HS-grad;50;0;Self-emp-not-inc
8633;23;Male;Never-married;Vietnam;Asian-Pac-Islander;11th;40;14344;Private
8634;32;Male;Married-civ-spouse;United-States;White;10th;80;0;Private
8635;57;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8637;25;Male;Never-married;United-States;White;Some-college;30;0;Private
8638;30;Male;Married-civ-spouse;United-States;White;HS-grad;46;0;Private
8639;31;Female;Divorced;Germany;White;HS-grad;40;0;Private
8640;19;Male;Never-married;United-States;White;Some-college;35;0;Private
8641;23;Male;Married-civ-spouse;United-States;White;Bachelors;38;0;State-gov
8642;44;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8644;42;Female;Never-married;United-States;Black;Some-college;40;0;Private
8645;34;Male;Married-civ-spouse;United-States;White;11th;40;0;Self-emp-not-inc
8646;32;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8647;25;Female;Never-married;United-States;Black;Assoc-voc;40;0;Private
8648;21;Female;Never-married;United-States;White;Some-college;40;0;Private
8649;31;Female;Married-spouse-absent;Jamaica;Black;HS-grad;60;0;Private
8650;36;Female;Never-married;United-States;White;Assoc-voc;40;0;Local-gov
8651;49;Male;Married-civ-spouse;Poland;White;Some-college;65;0;Self-emp-not-inc
8652;44;Female;Divorced;United-States;White;Bachelors;32;0;Private
8653;42;Male;Married-civ-spouse;United-States;White;Assoc-voc;40;0;Private
8654;30;Male;Never-married;United-States;White;HS-grad;99;0;Private
8655;33;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
8656;36;Male;Divorced;United-States;Black;Bachelors;45;0;Self-emp-not-inc
8657;17;Male;Never-married;United-States;White;10th;30;0;Private
8658;20;Male;Never-married;United-States;White;Some-college;25;0;Private
8659;32;Male;Never-married;United-States;White;HS-grad;50;0;Private
8660;33;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Self-emp-not-inc
8661;37;Female;Divorced;United-States;White;Some-college;60;0;Private
8662;60;Male;Divorced;United-States;White;10th;48;0;Private
8663;35;Female;Divorced;United-States;White;Some-college;15;0;State-gov
8664;43;Female;Divorced;United-States;White;Bachelors;40;0;Federal-gov
8665;46;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8666;29;Male;Married-civ-spouse;United-States;White;HS-grad;40;5178;Self-emp-not-inc
8667;36;Male;Married-civ-spouse;United-States;White;Bachelors;42;0;Private
8668;27;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8669;50;Male;Married-civ-spouse;United-States;White;Some-college;84;0;Private
8670;22;Female;Married-civ-spouse;United-States;Amer-Indian-Eskimo;Some-college;44;0;Private
8671;33;Male;Never-married;United-States;White;Masters;60;0;State-gov
8672;61;Female;Divorced;United-States;White;10th;40;0;Private
8674;41;Male;Married-civ-spouse;United-States;White;Assoc-voc;70;0;Self-emp-not-inc
8675;22;Male;Never-married;United-States;White;Some-college;40;0;Private
8676;27;Female;Never-married;United-States;White;Bachelors;40;0;Private
8677;25;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8678;32;Female;Never-married;United-States;Black;HS-grad;20;0;Private
8679;28;Male;Never-married;United-States;White;Masters;50;0;Private
8680;25;Male;Never-married;United-States;White;Bachelors;35;0;Private
8681;28;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8682;37;Female;Married-civ-spouse;United-States;White;Bachelors;30;0;Local-gov
8683;58;Female;Widowed;United-States;White;HS-grad;37;0;Private
8684;39;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8685;33;Female;Divorced;United-States;White;Some-college;40;0;Private
8686;59;Male;Married-civ-spouse;United-States;White;10th;40;0;Private
8687;58;Female;Divorced;United-States;White;Bachelors;20;0;Private
8688;38;Male;Married-civ-spouse;Philippines;Asian-Pac-Islander;Assoc-voc;36;0;Private
8689;34;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8690;31;Male;Divorced;United-States;Black;Some-college;40;0;Private
8691;48;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Local-gov
8693;45;Male;Divorced;United-States;White;HS-grad;50;0;Private
8695;23;Female;Never-married;United-States;White;HS-grad;40;0;Private
8696;33;Male;Married-civ-spouse;United-States;White;Masters;37;0;Private
8697;38;Male;Divorced;United-States;White;Some-college;40;0;Self-emp-not-inc
8698;44;Male;Married-civ-spouse;United-States;White;Masters;40;0;Self-emp-not-inc
8699;48;Female;Divorced;United-States;Black;Masters;40;9562;Local-gov
8700;40;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;State-gov
8701;19;Female;Never-married;United-States;Black;HS-grad;40;0;Local-gov
8702;45;Female;Divorced;United-States;White;Bachelors;40;0;Private
8703;34;Female;Never-married;United-States;White;Some-college;40;0;Private
8704;70;Male;Divorced;United-States;White;Some-college;80;0;Private
8705;32;Male;Never-married;United-States;White;Masters;60;0;Local-gov
8706;33;Female;Divorced;United-States;White;Assoc-voc;40;0;Private
8707;24;Female;Never-married;United-States;White;Bachelors;40;0;Private
8708;30;Female;Never-married;United-States;White;Bachelors;15;0;Local-gov
8709;22;Male;Never-married;United-States;Black;Some-college;25;0;Private
8710;52;Male;Married-civ-spouse;United-States;Other;Prof-school;65;99999;Self-emp-inc
8711;67;Male;Married-civ-spouse;United-States;White;10th;80;2414;Self-emp-not-inc
8712;40;Male;Married-civ-spouse;United-States;White;HS-grad;45;0;Private
8713;55;Female;Married-civ-spouse;United-States;White;Assoc-voc;20;0;Private
8714;29;Female;Divorced;United-States;White;HS-grad;40;0;Private
8715;62;Male;Married-civ-spouse;United-States;White;HS-grad;16;0;Private
8716;22;Female;Divorced;United-States;White;HS-grad;40;0;Private
8717;64;Male;Married-civ-spouse;United-States;White;9th;40;0;State-gov
8718;29;Male;Never-married;United-States;White;Bachelors;50;0;Self-emp-not-inc
8719;28;Male;Married-civ-spouse;United-States;White;Some-college;40;0;Private
8720;25;Male;Never-married;United-States;White;HS-grad;40;0;Private
8721;47;Male;Married-civ-spouse;United-States;White;Doctorate;50;15024;State-gov
8722;26;Male;Married-civ-spouse;United-States;White;Bachelors;40;0;Private
8723;18;Male;Never-married;United-States;White;12th;27;0;Private
8724;52;Male;Married-civ-spouse;United-States;White;10th;45;4064;Self-emp-inc
8725;48;Female;Married-civ-spouse;United-States;White;Bachelors;50;0;Local-gov
8726;36;Male;Married-civ-spouse;Haiti;Black;HS-grad;40;0;Private
8727;23;Female;Divorced;United-States;White;Assoc-voc;30;0;Private
8728;41;Male;Married-civ-spouse;United-States;White;HS-grad;40;0;Private
8729;56;Male;Married-civ-spouse;United-States;White;HS-grad;38;0;State-gov
8730;53;Male;Divorced;United-States;White;HS-grad;40;0;Private
8731;26;Female;Divorced;United-States;White;Some-college;40;0;Private
8732;22;Male;Never-married;United-States;White;Some-college;40;3325;Private
8733;25;Female;Never-married;United-States;White;Masters;31;2597;Private
8734;31;Male;Married-civ-spouse;Puerto-Rico;Other;Some-college;40;0;Private
8735;36;Male;Married-civ-spouse;United-States;White;Assoc-acdm;40;2829;Private
